term,CRN,subject,course,title,cross listed,linked(labs),credit value,actual,max seating,start date,end date,start time,end time,days,building,room,faculty
201410,14551,IDST,4839.1,Gendered Dimensions of Dev,D9,,3.00,6 ,30 , 4-Sep-2013, 17-Dec-13,1430,1700,R,MM,227,Anupam Pandey
201420,24163,IDST,4840.2,"Conflict, Security & Dev",C8,,3.00,8 ,30 , 6-Jan-2014, 26-Apr-14,0900,1129,T,MM,227,Kathryn Ervine
201420,24164,IDST,4841.2,Trade & Development,C9,,3.00,7 ,25 , 6-Jan-2014, 26-Apr-14,0900,1129,F,MM,227,Gavin Fridell
201410,14555,IDST,4842.1,Religion & Int'l Development,H4,,3.00,6 ,10 , 4-Sep-2013, 17-Dec-13,1430,1715,M,ME,111,Anne Marie Dalton
201410,14550,IDST,5544.1,Concep Found Devlop Theories,,,3.00,23 ,30 , 4-Sep-2013, 17-Dec-13,1430,1700,W,MM,227,Suzanne Dansereau
201410,13937,IDST,5570.1,Environment and Development,,,3.00,8 ,7 , 4-Sep-2013, 17-Dec-13,1430,1629,M,MM,227,Kathryn Ervine
201410,10613,IDST,6601.1,Dynamics of Dev: Framework,,,3.00,11 ,30 , 4-Sep-2013, 17-Dec-13,0900,1129,W,MM,227,Henry Veltmeyer
201420,23842,IDST,6620.2,Advanced Research Methods,,,3.00,20 ,30 , 6-Jan-2014, 26-Apr-14,1430,1629,W,MM,227,Suzanne Dansereau
201410,14556,IDST,6640.1,Religion & Int'l Development,H4,,3.00,3 ,10 , 4-Sep-2013, 17-Dec-13,1430,1715,M,ME,111,Anne Marie Dalton
201420,24165,IDST,6641.2,"Conflict, Security & Dev",C8,,3.00,11 ,10 , 6-Jan-2014, 26-Apr-14,0900,1159,T,MM,227,Kathryn Ervine
201420,23648,IDST,6642.2,*CANCELLED*,C2,,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201420,24169,IDST,6643.2,Phil Issues in Int'l Dev,C0,,3.00,0 ,10 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,MM,223,Sheldon Wein
201410,12370,IDST,6644.1,SpTop:India Development Issues,,,3.00,3 ,10 , 4-Sep-2013, 17-Dec-13,0900,1129,M,MM,227,Joseph Tharamangalam
201420,24166,IDST,6644.2,Trade & Development,C9,,3.00,8 ,5 , 6-Jan-2014, 26-Apr-14,0900,1129,F,MM,227,Gavin Fridell
201410,14552,IDST,6645.1,Gendered Dimensions of Dev,D9,,3.00,9 ,10 , 4-Sep-2013, 17-Dec-13,1430,1700,R,MM,227,Anupam Pandey
201420,24168,IDST,6645.2,Labour & Development,D0,,3.00,9 ,15 , 6-Jan-2014, 26-Apr-14,1430,1629,T,MM,227,Suzanne Dansereau
201420,24355,IDST,6650.2,DS: Climate & Fisheries,,,3.00,1 ,1 , 6-Jan-2014, 26-Apr-14,,,,,,Anthony Charles
201410,12563,IDST,6652.1,DVP Seminar,,,3.00,4 ,15 , 4-Sep-2013, 17-Dec-13,0900,1129,T,MM,227,Henry Veltmeyer
201410,13301,IDST,6660.1,Field Research in Development,,,3.00,0 ,0 , 4-Sep-2013, 17-Dec-13,,,,,,Anthony O'Malley
201420,23283,IDST,6660.2,Field Research in Development,,,3.00,3 ,0 , 6-Jan-2014, 26-Apr-14,,,,,,Anthony O'Malley
201410,14553,IDST,6662.1,Sub-Saharan Africa: Con Dev Is,E1,,3.00,12 ,10 , 4-Sep-2013, 17-Dec-13,1430,1700,T,MM,227,Suzanne Dansereau
201420,23117,IDST,6663.2,Latin America:Con Dev Issues,C4,,3.00,5 ,30 , 6-Jan-2014, 26-Apr-14,0900,1130,M,MM,227,Ruth Felder
201410,14549,IDST,6676.1,Education & Development I,D7,,3.00,15 ,10 , 4-Sep-2013, 17-Dec-13,1800,2029,W,MM,227,Shane Theunissen
201420,24162,IDST,6677.2,Education and Development II,C6,,3.00,14 ,10 , 6-Jan-2014, 26-Apr-14,1800,2029,W,MM,227,Shane Theunissen
201410,13215,IDST,6690.0,Thesis Research,,,6.00,23 ,30 , 4-Sep-2013, 17-Dec-13,,,,,,Kathryn Ervine
201410,10988,IDST,6692.1,Thesis Design,,,3.00,22 ,30 , 4-Sep-2013, 17-Dec-13,0900,1129,F,MM,227,Gavin Fridell
201410,14106,IDST,7500.1XX,Advanced Theory,,,3.00,2 ,3 , 4-Sep-2013, 17-Dec-13,0900,1129,W,MM,227,Henry Veltmeyer
201420,23795,IDST,7500.2YY,Advanced Theory,,,3.00,2 ,3 , 6-Jan-2014, 26-Apr-14,1430,1629,M,MM,227,Henry Veltmeyer
201410,14107,IDST,7600.1XX,Advanced Research Methods,,,3.00,2 ,3 , 4-Sep-2013, 17-Dec-13,1430,1629,R,SB,158,Suzanne Dansereau
201420,23796,IDST,7600.2YY,Advanced Research Methods,,,3.00,2 ,3 , 6-Jan-2014, 26-Apr-14,1430,1715,R,MM,227,Suzanne Dansereau
201420,23797,IDST,8000.0YY,Doctoral Dissertation,,,6.00,1 ,3 , 6-Jan-2014, 26-Apr-14,,,,,,Henry Veltmeyer
201410,13217,IRST,1201.1,Introduction to Modern Irish,,,3.00,16 ,20 , 4-Sep-2013, 17-Dec-13,1430,1545,TR,MM,211,Liam O'hAisibeil
201420,20918,IRST,1202.2,Modern Irish Language,,,3.00,7 ,12 , 6-Jan-2014, 26-Apr-14,1430,1545,TR,MM,224,Liam O'hAisibeil
201410,14009,IRST,1203.1,Scottish Gaelic- Intro I,E2,,3.00,12 ,20 , 4-Sep-2013, 17-Dec-13,1130,1245,MW,MM,211,Joseph Murphy
201420,23716,IRST,1204.2,Scottish Gaelic- Intro II,D7,,3.00,3 ,20 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,MM,211,Joseph Murphy
201410,13529,IRST,1215.1,Ireland: An Introduction,A2,,3.00,13 ,60 , 4-Sep-2013, 17-Dec-13,0900,1200,T,MM,TAUD,Michael Vance
201420,22855,IRST,1215.2WT,Ireland: An Introduction,G9,,3.00,7 ,30 , 6-Jan-2014, 26-Apr-14,1730,1959,T,WT,,Michael Vance
201410,14010,IRST,2346.1,Sociolinguistic His of Ireland,A4,,3.00,6 ,20 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,LA,269,Padraig O'Siadhail
201410,14011,IRST,2350.1,Irish Musical Tradition,,,3.00,15 ,17 , 4-Sep-2013, 17-Dec-13,1000,1115,MW,MM,211,Kathleen Dunlay
201420,24008,IRST,3453.2,Irish Drama in the 20th Cent,E4,,3.00,3 ,45 , 6-Jan-2014, 26-Apr-14,1600,1715,MW,MM,215,Ariel Watson
201410,14558,IRST,3454.1DT,Irish Folklore,G4,,3.00,3 ,20 , 4-Sep-2013, 17-Dec-13,1300,1530,W,DT,,Padraig O'Siadhail
201420,23719,IRST,3460.2,*CANCELLED*,D2,,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201420,24010,IRST,3470.2,"IRST Seminar: Memoirs, Autobio",,,3.00,3 ,20 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,B,201,Padraig O'Siadhail
201420,23790,IRST,3500.2,Contemporary Cdn Irish Prose,D8,,3.00,2 ,20 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,SB,159,Padraig O'Siadhail
201410,14559,IRST,3828.1,Modern Gaelic Lit in Translat,,,3.00,2 ,12 , 4-Sep-2013, 17-Dec-13,1130,1245,TR,MM,215,Padraig O'Siadhail
201420,24011,IRST,4431.2DT,The Modern Irish Novel,E7,,3.00,0 ,45 , 6-Jan-2014, 26-Apr-14,1200,1429,R,DT,,Sean Kennedy
201410,10673,JPNS,1100.AXX,Introductory Japanese,,,3.00,23 ,35 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,AT,216,Alexandre Avdulov
201420,20664,JPNS,1100.AYY,Introductory Japanese,,,3.00,22 ,35 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,AT,216,Alexandre Avdulov
201410,10674,JPNS,1100.BXX,Introductory Japanese,,,3.00,23 ,35 , 4-Sep-2013, 17-Dec-13,1430,1545,TR,LA,179,John McGee
201420,20665,JPNS,1100.BYY,Introductory Japanese,,,3.00,23 ,35 , 6-Jan-2014, 26-Apr-14,1430,1545,TR,LA,179,John McGee
201410,14162,JPNS,1100.CXX,Introductory Japanese,,,3.00,27 ,35 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,LA,179,John McGee
201420,23830,JPNS,1100.CYY,Introductory Japanese,,,3.00,27 ,35 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,LA,179,John McGee
201410,10675,JPNS,2200.1XX,Intermediate Japanese,,,3.00,22 ,30 , 4-Sep-2013, 17-Dec-13,1430,1545,TR,AT,216,Alexandre Avdulov
201420,20666,JPNS,2200.2YY,Intermediate Japanese,,,3.00,22 ,30 , 6-Jan-2014, 26-Apr-14,1430,1545,TR,AT,216,Alexandre Avdulov
201410,13636,JPNS,3300.1,Adv Oral & Written Japanese I,G5,,3.00,9 ,9 , 4-Sep-2013, 17-Dec-13,1600,1715,TR,AT,216,Alexandre Avdulov
201420,24113,JPNS,3301.2,Adv Oral & Written Japanese II,G5,,3.00,9 ,0 , 6-Jan-2014, 26-Apr-14,1600,1715,TR,AT,216,Alexandre Avdulov
201410,14157,JPNS,3825.1XX,SpTop: Found in Translation II,G5,,3.00,2 ,2 , 4-Sep-2013, 17-Dec-13,1600,1715,TR,AT,216,Alexandre Avdulov
201420,24222,JPNS,3825.2YY,SpTop: Found in Translation II,G5,,3.00,2 ,0 , 6-Jan-2014, 26-Apr-14,1600,1715,TR,AT,216,Alexandre Avdulov
201410,13197,LEAP,1000.AXX,Learning Strategies,,,0.00,12 ,30 , 4-Sep-2013, 17-Dec-13,1430,1545,M,AT,101, STAFF
201420,23060,LEAP,1000.AYY,Learning Community,,,0.00,12 ,30 , 6-Jan-2014, 26-Apr-14,1430,1545,M,AT,101, STAFF
201410,13199,LEAP,1000.BXX,Learning Strategies,,,0.00,28 ,30 , 4-Sep-2013, 17-Dec-13,1430,1545,M,AT,101, STAFF
201420,23061,LEAP,1000.BYY,Learning Community,,,0.00,24 ,30 , 6-Jan-2014, 26-Apr-14,1430,1545,M,AT,101, STAFF
201410,13200,LEAP,1000.CXX,Learning Strategies,,,0.00,15 ,30 , 4-Sep-2013, 17-Dec-13,1430,1545,M,AT,101, STAFF
201420,23062,LEAP,1000.CYY,Learning Community,,,0.00,9 ,30 , 6-Jan-2014, 26-Apr-14,1430,1545,M,AT,101, STAFF
201410,13201,LEAP,1000.DXX,Learning Strategies,,,0.00,9 ,30 , 4-Sep-2013, 17-Dec-13,1430,1545,M,AT,101, STAFF
201420,23063,LEAP,1000.DYY,Learning Community,,,0.00,6 ,30 , 6-Jan-2014, 26-Apr-14,1430,1545,M,AT,101, STAFF
201410,13662,LEAP,1000.EXX,Learning Strategies,,,0.00,28 ,30 , 4-Sep-2013, 17-Dec-13,1430,1545,W,AT,101, STAFF
201420,24153,LEAP,1000.EYY,Learning Community,,,0.00,24 ,30 , 6-Jan-2014, 26-Apr-14,1430,1545,W,AT,101, STAFF
201410,14089,LEAP,1000.FXX,Learning Strategies,,,0.00,25 ,30 , 4-Sep-2013, 17-Dec-13,1430,1545,W,AT,101, STAFF
201420,24154,LEAP,1000.FYY,Learning Community,,,0.00,11 ,30 , 6-Jan-2014, 26-Apr-14,1430,1545,W,AT,101, STAFF
201410,14542,LEAP,1000.GXX,Learning Community,,,0.00,29 ,30 , 4-Sep-2013, 17-Dec-13,1430,1545,W,AT,101, STAFF
201420,24155,LEAP,1000.GYY,Learning Community,,,0.00,19 ,30 , 6-Jan-2014, 26-Apr-14,1430,1545,W,AT,101, STAFF
201410,14544,LEAP,1000.HXX,Learning Community,,,0.00,28 ,30 , 4-Sep-2013, 17-Dec-13,1430,1545,W,AT,101, STAFF
201420,24156,LEAP,1000.HYY,Learning Community,,,0.00,23 ,30 , 6-Jan-2014, 26-Apr-14,1430,1545,W,AT,101, STAFF
201410,14545,LEAP,1000.IXX,Learning Community,,,0.00,11 ,30 , 4-Sep-2013, 17-Dec-13,1000,1115,F,AT,101, STAFF
201420,24157,LEAP,1000.IYY,Learning Community,,,0.00,6 ,30 , 6-Jan-2014, 26-Apr-14,1000,1115,F,AT,101, STAFF
201410,14546,LEAP,1000.JXX,Learning Community,,,0.00,29 ,30 , 4-Sep-2013, 17-Dec-13,1000,1115,F,AT,101, STAFF
201420,24158,LEAP,1000.JYY,Learning Community,,,0.00,17 ,30 , 6-Jan-2014, 26-Apr-14,1000,1115,F,AT,101, STAFF
201410,12905,LIBR,1000.0,ResearchBase,,,0.00,474 ,700 , 4-Sep-2013, 17-Dec-13,,,,,,Cindy Harrigan
201420,22803,LIBR,1000.0,Research Base,,,0.00,209 ,700 , 6-Jan-2014, 26-Apr-14,,,,,,Cindy Harrigan
201410,10940,LING,1200.1XX,Introduction to Linguistics,,,3.00,31 ,60 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,LA,283,Daniel Hall
201420,20923,LING,1200.2YY,Introduction to Linguistics,,,3.00,29 ,60 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,LA,283,Daniel Hall
201410,14427,LING,2309.1,Phonetics,,,3.00,29 ,35 , 4-Sep-2013, 17-Dec-13,0900,1100,F,LA,177,Daniel Hall
201410,13987,LING,2311.1,Modern English Language,D3,,3.00,15 ,45 , 4-Sep-2013, 17-Dec-13,1400,1700,T,LA,171,Elissa Asp
201420,24252,LING,2321.2,*CANCELLED*,E8,,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,14422,LING,2330.1,Syntax,,,3.00,23 ,35 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,AT,216,Egor Tsedryk
201420,24013,LING,2340.2,Semantics,,,3.00,27 ,35 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,ME,108,Daniel Hall
201410,13988,LING,2346.1,Sociolinguistic His of Ireland,A4,,3.00,4 ,20 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,LA,269,Padraig O'Siadhail
201410,14424,LING,2392.1,"Language, Cult and Society",B7,,3.00,3 ,30 , 4-Sep-2013, 17-Dec-13,1000,1115,MW,LA,282,Eric Henry
201420,24014,LING,3310.2,Advanced Phonology,,,3.00,8 ,20 , 6-Jan-2014, 26-Apr-14,1600,1715,TR,B,201,Daniel Hall
201410,14425,LING,3350.1,ID Perspectives: Exper Methods,,,3.00,5 ,20 , 4-Sep-2013, 17-Dec-13,1430,1545,TR,SB,159,Yannick Marchand
201420,24017,LING,4421.2,Ling Theory: Linguistic Repres,,,3.00,8 ,20 , 6-Jan-2014, 26-Apr-14,1600,1715,MW,SB,158,Elissa Asp
201420,24015,LING,4440.2,Canadian French: Socioling Per,D3,,3.00,0 ,20 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,MM,211,Egor Tsedryk
201420,23696,LING,4491.2,Ethnography of Communication,A0,,3.00,6 ,15 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,LA,280,Eric Henry
201410,14426,LING,4493.1,Doing Discourse Analysis,G2,,3.00,5 ,15 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,AT,217,Elissa Asp
201420,24016,LING,4494.2,Approaches to Discourse,G7,,3.00,6 ,20 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,AT,306,Elissa Asp
201410,14267,LING,4500.1XX,Honours Thesis,,,3.00,0 ,1 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,23890,LING,4500.2YY,Honours Thesis,,,3.00,0 ,1 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,10723,MATH,1190.1A,Pre-Calculus Review,,C1,3.00,64 ,100 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,SB,255,Foster Lyne
201410,14242,MATH,1190.1B,Pre-Calculus Review,,C1,3.00,39 ,100 , 4-Sep-2013, 17-Dec-13,1900,2015,TR,LA,170,Rania Moussi
201410,10726,MATH,1190.1RA,RECIT A Pre-Calculus Review,,R1,0.00,26 ,30 , 4-Sep-2013, 17-Dec-13,1600,1715,T,LA,178,Paul Fawcett
201410,10727,MATH,1190.1RB,RECIT B Pre-Calculus Review,,R1,0.00,26 ,30 , 4-Sep-2013, 17-Dec-13,1600,1715,R,B,218,Adrian J Ellis
201410,10728,MATH,1190.1RC,RECIT C Pre-Calculus Review,,R1,0.00,12 ,30 , 4-Sep-2013, 17-Dec-13,1600,1715,R,LA,178,Rania Moussi
201410,12012,MATH,1190.1RD,REC D:Pre-Calculus Review,,R1,0.00,18 ,30 , 4-Sep-2013, 17-Dec-13,1130,1245,F,LA,275,Joshua MacArthur
201410,12457,MATH,1190.1RE,REC E:Pre-Calculus Review,,R1,0.00,21 ,30 , 4-Sep-2013, 17-Dec-13,1000,1115,F,LA,275,Rania Moussi
201420,22811,MATH,1190.2,Pre-Calculus Review,,C1,3.00,70 ,100 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,SB,255,Foster Lyne
201420,23981,MATH,1190.2B,Pre-Calculus Review,,C1,3.00,60 ,100 , 6-Jan-2014, 26-Apr-14,1900,2015,TR,LA,170,Rania Moussi
201420,22812,MATH,1190.2RA,RECIT A Pre-Calculus Review,,R1,0.00,29 ,30 , 6-Jan-2014, 26-Apr-14,1000,1115,F,LA,176,Rania Moussi
201420,22823,MATH,1190.2RB,RECIT B Pre-Calculus Review,,R1,0.00,29 ,30 , 6-Jan-2014, 26-Apr-14,1430,1545,R,LA,275,Clive Grogono
201420,22830,MATH,1190.2RC,RECIT C Pre-Calculus Review,,R1,0.00,26 ,30 , 6-Jan-2014, 26-Apr-14,1300,1415,F,LA,275,Rania Moussi
201420,23982,MATH,1190.2RD,REC D: Pre-Calculus Review,,R1,0.00,29 ,30 , 6-Jan-2014, 26-Apr-14,1600,1715,R,LA,187,Clive Grogono
201420,24336,MATH,1190.2RE,REC E: Pre-Calculus Review,,R1,0.00,16 ,30 , 6-Jan-2014, 26-Apr-14,1300,1415,F,LA,276,Adele Fraser
201410,10730,MATH,1202.1,Concepts and Topics in Math,,C1,3.00,130 ,180 , 4-Sep-2013, 17-Dec-13,1730,1845,MW,LA,170,Foster Lyne
201410,10731,MATH,1202.1RA,RECIT A Concepts and Topics,,R1,0.00,26 ,30 , 4-Sep-2013, 17-Dec-13,1900,2015,T,LA,273,Peng Zhang
201410,10732,MATH,1202.1RB,RECIT B Concepts and Topics,,R1,0.00,23 ,30 , 4-Sep-2013, 17-Dec-13,1900,2015,R,LA,179,Yue Yao
201410,10733,MATH,1202.1RC,RECIT C Concepts and Topics,,R1,0.00,27 ,30 , 4-Sep-2013, 17-Dec-13,1600,1715,T,LA,176,Peng Zhang
201410,11081,MATH,1202.1RD,RECIT D Concepts and Topics,,R1,0.00,26 ,30 , 4-Sep-2013, 17-Dec-13,1600,1715,R,LA,176,Peng Zhang
201410,14182,MATH,1202.1RE,REC E Concepts and Topics,,R1,0.00,28 ,30 , 4-Sep-2013, 17-Dec-13,1900,2015,W,LA,181,Joshua MacArthur
201420,20708,MATH,1203.2,Concepts in High School Math,,C1,3.00,78 ,90 , 6-Jan-2014, 26-Apr-14,1730,1845,TR,AT,101,Foster Lyne
201420,20709,MATH,1203.2RA,REC A: Concepts in HS Math,,R1,0.00,30 ,30 , 6-Jan-2014, 26-Apr-14,1900,2015,T,LA,281,Yue Yao
201420,21055,MATH,1203.2RB,REC B: Concepts in HS Math,,R1,0.00,19 ,30 , 6-Jan-2014, 26-Apr-14,1900,2015,R,LA,296,Peng Zhang
201420,23508,MATH,1203.2RC,REC C:Concepts in HS MATH,,R1,0.00,29 ,30 , 6-Jan-2014, 26-Apr-14,1900,2015,T,LA,296,Peng Zhang
201410,10734,MATH,1210.1A,Introductory Calculus I,,C1,3.00,148 ,180 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,LA,170,Bert Hartnell
201410,14649,MATH,1210.1B,Introductory Calculus I,,C1,3.00,20 ,40 , 4-Sep-2013, 17-Dec-13,1900,2015,TR,SB,265,Suraj Sikka
201410,10738,MATH,1210.1RA,RECIT A Introductory Calc I,,R1,0.00,28 ,30 , 4-Sep-2013, 17-Dec-13,1430,1545,T,LA,271,Clive Grogono
201410,10739,MATH,1210.1RB,RECIT B Introductory Calc I,,R1,0.00,31 ,30 , 4-Sep-2013, 17-Dec-13,1430,1545,R,LA,271,Clive Grogono
201410,10740,MATH,1210.1RC,RECIT C Introductory Calc I,,R1,0.00,19 ,30 , 4-Sep-2013, 17-Dec-13,1000,1115,F,B,218,Suraj Sikka
201410,10741,MATH,1210.1RD,RECIT D Introductory Calc I,,R1,0.00,25 ,30 , 4-Sep-2013, 17-Dec-13,1130,1245,F,LA,176,Bert Hartnell
201410,13684,MATH,1210.1RE,RECIT E Introductory Calc I,,R1,0.00,24 ,30 , 4-Sep-2013, 17-Dec-13,1000,1115,F,LA,296,Adrian J Ellis
201410,14177,MATH,1210.1RF,REC F:Intro Calculus I,,R1,0.00,19 ,30 , 4-Sep-2013, 17-Dec-13,1130,1245,F,LA,273,Suraj Sikka
201410,14187,MATH,1210.1RG,RECIT G Intro Calc I,,R1,0.00,22 ,30 , 4-Sep-2013, 17-Dec-13,1300,1415,F,LA,273,Adrian J Ellis
201420,20710,MATH,1210.2,Introductory Calculus I,,C1,3.00,121 ,150 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,B,THEB,Robert Dawson
201420,20713,MATH,1210.2RA,RECIT A Introductory Calc I,,R1,0.00,29 ,30 , 6-Jan-2014, 26-Apr-14,1000,1115,F,LA,179,Robert Dawson
201420,20714,MATH,1210.2RB,RECIT B Introductory Calc I,,R1,0.00,27 ,30 , 6-Jan-2014, 26-Apr-14,1430,1545,W,B,218,Robert Dawson
201420,23500,MATH,1210.2RC,RECIT C Introductory Cal I,,R1,0.00,24 ,30 , 6-Jan-2014, 26-Apr-14,1300,1415,F,LA,178,Mark Adams
201420,23522,MATH,1210.2RD,RECIT D Introductory Cal I,,R1,0.00,17 ,30 , 6-Jan-2014, 26-Apr-14,1300,1415,F,LA,179,Tami Meredith
201420,23983,MATH,1210.2RE,REC E: Introductory Calculus I,,R1,0.00,24 ,30 , 6-Jan-2014, 26-Apr-14,1000,1115,F,LA,275,Mitja Mastnak
201410,10742,MATH,1211.1,Introductory Calculus II,,C1,3.00,59 ,66 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,LA,173,Tatiana Hessami Pilehrood
201410,10743,MATH,1211.1RA,RECIT A Introductory Calc II,,R1,0.00,32 ,33 , 4-Sep-2013, 17-Dec-13,1000,1115,R,LA,177,Tatiana Hessami Pilehrood
201410,10744,MATH,1211.1RB,RECIT B Introductory Calc II,,R1,0.00,27 ,33 , 4-Sep-2013, 17-Dec-13,1600,1715,W,LA,277,Joshua MacArthur
201420,20716,MATH,1211.2,Introductory Calculus II,,C1,3.00,146 ,200 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,LA,170,John Irving
201420,20720,MATH,1211.2RA,RECIT A Introductory Calc II,,R1,0.00,36 ,40 , 6-Jan-2014, 26-Apr-14,1000,1115,F,LA,177,John Irving
201420,20721,MATH,1211.2RB,RECIT B Introductory Calc II,,R1,0.00,39 ,40 , 6-Jan-2014, 26-Apr-14,1430,1545,W,LA,274,John Irving
201420,20722,MATH,1211.2RC,RECIT C Introductory Calc II,,R1,0.00,40 ,40 , 6-Jan-2014, 26-Apr-14,1300,1415,F,LA,271,Adrian J Ellis
201420,23838,MATH,1211.2RD,REC D:Intro Calculus II,,R1,0.00,15 ,40 , 6-Jan-2014, 26-Apr-14,1300,1415,F,LA,277,Suraj Sikka
201420,23848,MATH,1211.2RE,REC E:Introductory Calc II,,R1,0.00,16 ,40 , 6-Jan-2014, 26-Apr-14,1000,1115,F,LA,271,Suraj Sikka
201410,14634,MATH,1216.1WA,Intro to Mathematical Statis,,C2,3.00,8 ,20 , 4-Sep-2013, 17-Dec-13,1630,1929,T,WA,4337,Bashir Khan
201420,20724,MATH,1216.2,Intro to Mathematical Statis,,C1,3.00,45 ,60 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,LA,283,Bashir Khan
201420,20725,MATH,1216.2RA,RECIT A Intro to Math Statis,,R1,0.00,22 ,30 , 6-Jan-2014, 26-Apr-14,1730,1845,M,LA,277,Bashir Khan
201420,20726,MATH,1216.2RB,RECIT B Intro to Math Statis,,R1,0.00,23 ,30 , 6-Jan-2014, 26-Apr-14,1730,1845,T,LA,178,Bashir Khan
201410,14635,MATH,1216.RWA,REC: Intro to Mathl Stat,,L2,0.00,8 ,20 , 4-Sep-2013, 17-Dec-13,1930,2200,T,WA,,Bashir Khan
201410,13430,MATH,1250.1,Calculus for Life Sciences I,,C1,3.00,133 ,160 , 4-Sep-2013, 17-Dec-13,0900,1200,M,MM,TAUD,Tatiana Hessami Pilehrood
201410,13431,MATH,1250.1RA,REC A: Calc for Life Scie I,,R1,0.00,29 ,32 , 4-Sep-2013, 17-Dec-13,0830,0945,T,LA,274,Clive Grogono
201410,13432,MATH,1250.1RB,REC B: Calc for Life Scie I,,R1,0.00,29 ,32 , 4-Sep-2013, 17-Dec-13,1730,1845,R,LA,178,Yue Yao
201410,13433,MATH,1250.1RC,REC C:Calc for Life Scie I,,R1,0.00,25 ,32 , 4-Sep-2013, 17-Dec-13,1000,1115,F,LA,271,Tatiana Hessami Pilehrood
201410,13434,MATH,1250.1RD,REC D: Calc for Life Scie I,,R1,0.00,28 ,35 , 4-Sep-2013, 17-Dec-13,1130,1245,F,LA,271,Adrian J Ellis
201410,14191,MATH,1250.1RE,REC E: Calc for Life Scie I,,R1,0.00,22 ,32 , 4-Sep-2013, 17-Dec-13,1300,1415,F,LA,296,Clive Grogono
201420,23494,MATH,1250.2,Calculus for Life Sciences I,,C1,3.00,42 ,50 , 6-Jan-2014, 26-Apr-14,0830,0945,TR,LA,179,Diego Rojas
201420,23495,MATH,1250.2RA,REC A:Calculus for Life Scie I,,R1,0.00,25 ,25 , 6-Jan-2014, 26-Apr-14,1000,1115,F,LA,277,Diego Rojas
201420,23496,MATH,1250.2RB,REC B:Calculus for Life Scie I,,R1,0.00,17 ,25 , 6-Jan-2014, 26-Apr-14,1130,1245,F,LA,276,Diego Rojas
201410,13861,MATH,1251.1,Calculus for Life Sciences II,,C1,3.00,22 ,60 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,LA,188,Diego Rojas
201410,13862,MATH,1251.1RA,RECIT A Calc for Life Scien II,,R1,0.00,3 ,30 , 4-Sep-2013, 17-Dec-13,1430,1545,F,LA,176,Diego Rojas
201410,13863,MATH,1251.1RB,RECIT B Calc for Life Scien II,,R1,0.00,19 ,30 , 4-Sep-2013, 17-Dec-13,1300,1415,F,LA,271,Diego Rojas
201420,23195,MATH,1251.2,Calculus for Life Sciences II,,C1,3.00,103 ,140 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,MM,TAUD,Tatiana Hessami Pilehrood
201420,23196,MATH,1251.2RA,REC A: Calc for Life Scie II,,R1,0.00,28 ,35 , 6-Jan-2014, 26-Apr-14,1000,1115,F,LA,274,Tatiana Hessami Pilehrood
201420,23197,MATH,1251.2RB,REC B: Calc for Life Scie II,,R1,0.00,35 ,35 , 6-Jan-2014, 26-Apr-14,1430,1545,W,LA,273,Clive Grogono
201420,23198,MATH,1251.2RC,REC C: Calc for Life Scie II,,R1,0.00,24 ,35 , 6-Jan-2014, 26-Apr-14,1130,1245,F,LA,177,Tatiana Hessami Pilehrood
201420,23869,MATH,1251.2RD,REC D: Calc for Life Scie II,,R1,0.00,16 ,35 , 6-Jan-2014, 26-Apr-14,1430,1545,F,LA,275,Clive Grogono
